@N: MF248 |Running in 64-bit mode.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Removing sequential instance registered_trailer_F2[5] (in view: work.trb_net16_api_base_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0_0(trb_net16_api_base_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Removing sequential instance registered_trailer_F2[3] (in view: work.trb_net16_api_base_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0_0(trb_net16_api_base_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Removing sequential instance registered_trailer_F2[2] (in view: work.trb_net16_api_base_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0_0(trb_net16_api_base_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Removing sequential instance registered_trailer_F2[1] (in view: work.trb_net16_api_base_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0_0(trb_net16_api_base_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[16] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[17] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[18] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[19] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[20] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[21] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[22] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":224:8:224:9|Removing sequential instance reg_TRG_INFORMATION_OUT[23] (in view: work.trb_net16_trigger_1_1(trb_net16_trigger_arch)) of type view:PrimLib.dffr(prim) because it does not drive other instances.
@N: MO225 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":98:6:98:7|There are no possible illegal states for state machine state[0:3] (in view: work.trb_net16_ipudata_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_ipudata_arch)); safe FSM implementation is not required.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":228:6:228:7|Removing sequential instance buf_IPU_ERROR_PATTERN_IN[0] (in view: work.trb_net16_ipudata_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_ipudata_arch)) because it does not drive other instances.
@N: MF179 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":281:15:281:56|Found 8 by 8 bit equality operator ('==') gen_check\.PROC_compare\.un20_make_compare (in view: work.trb_net16_ipudata_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_ipudata_arch))
@N: MF179 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":278:15:278:53|Found 16 by 16 bit equality operator ('==') gen_check\.PROC_compare\.un15_make_compare (in view: work.trb_net16_ipudata_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_ipudata_arch))
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":228:6:228:7|Removing sequential instance buf_IPU_ERROR_PATTERN_IN[10] (in view: work.trb_net16_ipudata_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_ipudata_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":747:6:747:7|Removing sequential instance buf_API_PACKET_NUM_OUT[1] (in view: work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch)) because it does not drive other instances.
@N: MO231 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":885:6:885:7|Found counter in view:work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch) instance global_time_i[31:0] 
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":970:6:970:7|Removing sequential instance COMMON_CTRL_REG_STROBE[2] (in view: work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":970:6:970:7|Removing sequential instance COMMON_CTRL_REG_STROBE[0] (in view: work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":970:6:970:7|Removing sequential instance next_COMMON_CTRL_REG_STROBE[2] (in view: work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_regio.vhd":970:6:970:7|Removing sequential instance next_COMMON_CTRL_REG_STROBE[0] (in view: work.trb_net16_regIO_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_regio_arch)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: MF179 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_addresses.vhd":138:17:138:43|Found 16 by 16 bit equality operator ('==') proc_read_id\.un29_clk_en (in view: work.trb_net16_addresses_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_addresses_arch))
@N: MO225 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":352:2:352:3|There are no possible illegal states for state machine CURRENT_STATE[0:3] (in view: work.handler_lvl1_1(handler_lvl1_arch)); safe FSM implementation is not required.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":159:2:159:3|Removing sequential instance error_pattern[0] (in view: work.handler_lvl1_1(handler_lvl1_arch)) of type view:PrimLib.dff(prim) because it does not drive other instances.
@N: MF179 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":519:33:519:62|Found 16 by 16 bit equality operator ('==') un1_next_trg_num_match (in view: work.handler_lvl1_1(handler_lvl1_arch))
@N: MO231 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_ipu.vhd":224:8:224:9|Found counter in view:work.handler_ipu_1(handler_ipu_arch) instance gen_fifo_read\.0\.PROC_DAT_FIFO_COUNT\.dat_fifo_read_length_0[15:0] 
@N: MF179 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_ipu.vhd":152:15:152:59|Found 16 by 16 bit equality operator ('==') THE_FSM\.un5_last_hdr_fifo_valid_read (in view: work.handler_ipu_1(handler_ipu_arch))
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[15] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[14] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[13] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[12] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[11] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[10] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[9] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[8] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[7] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[6] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[5] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[4] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[3] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[2] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\spi_ltc2600.vhd":45:9:45:14|Removing sequential instance gen_SPI\.THE_SPI.PROC_FSM\.spi_cs[0] (in view: work.trb3_tools(trb3_tools_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":159:2:159:3|Removing sequential instance THE_LVL1_HANDLER.error_pattern[1] (in view: work.trb_net16_endpoint_hades_full_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_endpoint_hades_full_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Removing sequential instance genbuffers\.1\.geniobuf\.gen_api\.DAT_PASSIVE_API.registered_trailer_F1[10] (in view: work.trb_net16_endpoint_hades_full_work_trb3_periph_blank_trb3_periph_blank_arch_0layer0(trb_net16_endpoint_hades_full_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":19:4:19:11|Removing sequential instance THE_TOOLS.gen_STATISTICS\.THE_STAT_LOGIC.DATA_OUT_cl[31] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: FA113 :|Pipelining module NoName. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_to_trigger_logic_record.vhd":47:7:47:26|Pushed in register current_multiplicity.
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_data.vhd":312:46:312:75|Pipelining module un1_data_counter_0[271:256]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_data.vhd":294:8:294:9|Pushed in register data_counter\\\[0\\\].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_data.vhd":294:8:294:9|Pushed in register length_buffer_data_in[17:0].
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":236:33:236:53|Pipelining module un1_buf_IPU_LENGTH_IN[16:1]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":228:6:228:7|Pushed in register buf_IPU_LENGTH_IN[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":972:6:972:7|Pushed in register registered_header_F2[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":972:6:972:7|Pushed in register registered_header_F0[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":972:6:972:7|Pushed in register registered_header_F1[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":410:6:410:7|Pushed in register master_counter[2:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_addresses.vhd":103:6:103:7|Pushed in register buf_ADDRESS_OUT[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Pushed in register registered_trailer_F2[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Pushed in register registered_trailer_F1[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net_sbuf.vhd":238:4:238:5|Pushed in register current_b1_buffer[18:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net_sbuf.vhd":248:4:248:5|Pushed in register current_b2_buffer[18:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net_sbuf.vhd":221:4:221:5|Pushed in register current_buffer_state[0:2].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Pushed in register int_data_in_i[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":972:6:972:7|Pushed in register registered_header_F3[11:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":955:6:955:7|Pushed in register registered_trailer_F3[11:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":147:6:147:7|Pushed in register int_packet_num_in_i[2].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":98:6:98:7|Pushed in register buf_TYPE[3:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":288:6:288:7|Pushed in register saved_packet_type[2:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ibuf.vhd":447:8:447:9|Pushed in register reply_buffer_number[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":487:8:487:9|Pushed in register buffer_number[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":427:6:427:7|Pushed in register sending_state[0:2].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":98:6:98:7|Pushed in register buf_NUMBER[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ipudata.vhd":98:6:98:7|Pushed in register buf_RND_CODE[7:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_obuf.vhd":448:8:448:9|Pushed in register CURRENT_DATA_COUNT[6:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":498:6:498:7|Pushed in register fifo_to_apl_data_out[15:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_ibuf.vhd":434:8:434:9|Pushed in register reg_eob_reply_out.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":349:6:349:7|Pushed in register saved_fifo_to_apl_packet_type[2:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":498:6:498:7|Pushed in register fifo_to_apl_packet_num_out[1:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_api_base.vhd":618:6:618:7|Pushed in register saved_fifo_to_apl_long_packet_num_out[2:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net_sbuf.vhd":238:4:238:5|Pushed in register current_b1_buffer[2:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net_sbuf.vhd":248:4:248:5|Pushed in register current_b2_buffer[2:0].
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":484:40:484:62|Pipelining module un1_page_number[16:1]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":81:7:81:17|Pushed in register page_number.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":87:7:87:23|Pushed in register trigger_read_page.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":61:7:61:19|Pushed in register spi_ncs_latch.
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":451:25:451:40|Pipelining module un1_parse_counter[0:7]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":134:7:134:19|Pushed in register parse_counter.
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":271:29:271:48|Pipelining module un1_pop_page_position[0:7]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3sc\code\load_settings.vhd":96:7:96:23|Pushed in register pop_page_position.
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":533:28:533:49|Pipelining module un1_trigger_edge_count[16:1]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_lvl1.vhd":528:2:528:3|Pushed in register trigger_edge_count[15:0].
@N: FA113 :|Pipelining module NoName. For more information, search for "pipelining" in Online Help.
@N: MF169 :|Pushed in register NoName.
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":211:15:211:23|Pipelining module un1_timer[32:1]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":67:7:67:11|Pushed in register timer.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":71:7:71:11|Pushed in register state[0:2].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":45:7:45:12|Pushed in register enable.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":46:7:46:12|Pushed in register invert.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":47:7:47:10|Pushed in register rate.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":19:4:19:11|Pushed in register DATA_OUT.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":40:7:40:26|Pushed in register trigger_fifo_channel.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":32:7:32:13|Pushed in register inp_reg[35:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":68:7:68:14|Pushed in register word_cnt.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":33:7:33:18|Pushed in register inp_reg_last[31:0].
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":55:7:55:17|Pushed in register fifo_in_sel[4:0].
@N: FA113 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":214:22:214:33|Pipelining module un1_word_cnt[16:1]. For more information, search for "pipelining" in Online Help.
@N: MF169 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":68:7:68:14|Pushed in register word_cnt.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\handler_data.vhd":150:9:150:26|Removing sequential instance THE_ENDPOINT.THE_HANDLER_TRIGGER_DATA.THE_DATA_HANDLER.gen_fifos\.0\.fee_write_overflow[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: FX1019 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\trb_net_reset_handler.vhd":46:63:46:67|Adding ASYNC_REG property on synchronizing instance THE_RESET_HANDLER.trb_reset_pulse[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)).
@N: FX1019 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\trb_net_reset_handler.vhd":87:1:87:2|Adding ASYNC_REG property on synchronizing instance THE_RESET_HANDLER.final_reset[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)).
@N: FX1019 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\trb_net_reset_handler.vhd":46:63:46:67|Adding ASYNC_REG property on synchronizing instance THE_RESET_HANDLER.trb_reset_pulse[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)).
@N: FX1019 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\trb_net_reset_handler.vhd":87:1:87:2|Adding ASYNC_REG property on synchronizing instance THE_RESET_HANDLER.final_reset[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)).
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trbnet\special\trb_net_reset_handler.vhd":87:1:87:2|Replicating instance THE_RESET_HANDLER.final_reset[1] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 847 loads 1 time to improve timing.
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trb3\base\code\input_statistics.vhd":42:7:42:15|Replicating instance THE_TOOLS.gen_STATISTICS\.THE_STAT_LOGIC.THE_CONTROL\.reset_cnt (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 768 loads 3 times to improve timing.
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_endpoint_hades_full.vhd":314:6:314:7|Replicating instance THE_ENDPOINT.THE_ENDPOINT.reset_no_link (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 655 loads 3 times to improve timing.
@N: FX271 :|Replicating instance THE_MAIN_PLL.pll_lock_i (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 49 loads 1 time to improve timing.
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trbnet\media_interfaces\ecp3_sfp\sfp_1_200_int.vhd":3062:5:3062:6|Replicating instance THE_MEDIA_UPLINK.gen_serdes_1_200\.THE_SERDES.refclkdiv2_rx_ch1 (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 5 loads 1 time to improve timing.
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trbnet\media_interfaces\ecp3_sfp\sfp_1_200_int.vhd":1751:3:1751:4|Replicating instance THE_MEDIA_UPLINK.gen_serdes_1_200\.THE_SERDES.tx_reset_sm_ch.cs[1] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 8 loads 1 time to improve timing.
@N: FX271 :"c:\users\ishra\muse_triggers_fpga\trbnet\media_interfaces\ecp3_sfp\sfp_1_200_int.vhd":1751:3:1751:4|Replicating instance THE_MEDIA_UPLINK.gen_serdes_1_200\.THE_SERDES.tx_reset_sm_ch.cs[0] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) with 8 loads 1 time to improve timing.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[3] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[2] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[1] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
@N: BN362 :"c:\users\ishra\muse_triggers_fpga\trbnet\trb_net16_trigger.vhd":150:6:150:7|Removing sequential instance THE_ENDPOINT.THE_ENDPOINT.genbuffers\.0\.geniobuf\.gentrgapi\.the_trigger_apl.buf_TRG_ERROR_PATTERN_IN[11] (in view: work.trb3_periph_blank(trb3_periph_blank_arch)) because it does not drive other instances.
